session_id,user_id,device,traffic_source,region,event_stage,event_timestamp,order_value
S104440,U41871,desktop,paid_ads,North,view_product,2025-12-15 02:54:00,
S104440,U41871,desktop,paid_ads,North,add_to_cart,2025-12-15 03:00:00,
S104441,U32891,mobile,organic_search,South,view_product,2025-12-28 09:39:00,
S104442,U14481,desktop,email,West,view_product,2025-10-15 10:44:00,
S104443,U30582,desktop,email,East,view_product,2025-12-03 03:57:00,
S104444,U38327,mobile,organic_search,South,view_product,2025-10-23 16:40:00,
S104445,U28197,mobile,direct,West,view_product,2025-11-01 00:53:00,
S104446,U17885,tablet,paid_ads,West,view_product,2025-10-18 02:42:00,
S104447,U33899,mobile,organic_search,West,view_product,2025-10-31 10:08:00,
S104447,U33899,mobile,organic_search,West,add_to_cart,2025-10-31 10:09:00,
S104447,U33899,mobile,organic_search,West,checkout_start,2025-10-31 10:10:00,
S104447,U33899,mobile,organic_search,West,purchase,2025-10-31 10:15:00,46.54
S104448,U30604,mobile,paid_ads,West,view_product,2025-12-04 11:42:00,
S104449,U39189,mobile,social,West,view_product,2025-10-10 09:12:00,
S104450,U37686,mobile,social,North,view_product,2025-12-04 01:47:00,
S104451,U12486,desktop,direct,North,view_product,2025-10-06 02:58:00,
S104451,U12486,desktop,direct,North,add_to_cart,2025-10-06 03:05:00,
S104451,U12486,desktop,direct,North,checkout_start,2025-10-06 03:06:00,
S104451,U12486,desktop,direct,North,purchase,2025-10-06 03:16:00,45.5
S104452,U43649,desktop,email,North,view_product,2025-12-08 19:13:00,
S104452,U43649,desktop,email,North,add_to_cart,2025-12-08 19:20:00,
S104452,U43649,desktop,email,North,checkout_start,2025-12-08 19:24:00,
S104452,U43649,desktop,email,North,purchase,2025-12-08 19:33:00,122.22
S104453,U36714,desktop,email,West,view_product,2025-12-08 23:22:00,
S104453,U36714,desktop,email,West,add_to_cart,2025-12-08 23:28:00,
S104454,U12998,mobile,social,East,view_product,2025-12-20 01:42:00,
S104455,U31893,desktop,direct,West,view_product,2025-12-11 17:48:00,
S104455,U31893,desktop,direct,West,add_to_cart,2025-12-11 17:56:00,
S104455,U31893,desktop,direct,West,checkout_start,2025-12-11 17:57:00,
S104455,U31893,desktop,direct,West,purchase,2025-12-11 18:00:00,161.48
S104456,U20262,desktop,organic_search,North,view_product,2025-12-21 17:07:00,
S104457,U29030,mobile,paid_ads,West,view_product,2025-10-20 20:12:00,
S104458,U33049,mobile,direct,West,view_product,2025-11-06 00:29:00,
S104459,U11886,mobile,paid_ads,South,view_product,2025-10-07 12:38:00,
S104460,U44106,mobile,organic_search,East,view_product,2025-10-14 20:16:00,
S104461,U28615,desktop,direct,South,view_product,2025-11-22 14:57:00,
S104461,U28615,desktop,direct,South,add_to_cart,2025-11-22 15:04:00,
S104461,U28615,desktop,direct,South,checkout_start,2025-11-22 15:09:00,
S104461,U28615,desktop,direct,South,purchase,2025-11-22 15:16:00,92.68
S104462,U43757,mobile,paid_ads,West,view_product,2025-11-27 11:04:00,
S104463,U32126,desktop,organic_search,West,view_product,2025-10-13 02:27:00,
S104463,U32126,desktop,organic_search,West,add_to_cart,2025-10-13 02:34:00,
S104463,U32126,desktop,organic_search,West,checkout_start,2025-10-13 02:40:00,
S104463,U32126,desktop,organic_search,West,purchase,2025-10-13 02:46:00,183.31
S104464,U23580,mobile,social,East,view_product,2025-11-01 02:32:00,
S104464,U23580,mobile,social,East,add_to_cart,2025-11-01 02:40:00,
S104464,U23580,mobile,social,East,checkout_start,2025-11-01 02:42:00,
S104464,U23580,mobile,social,East,purchase,2025-11-01 02:43:00,42.61
S104465,U44685,mobile,organic_search,East,view_product,2025-11-24 10:48:00,
S104466,U25743,mobile,email,West,view_product,2025-12-01 15:50:00,
S104466,U25743,mobile,email,West,add_to_cart,2025-12-01 15:54:00,
S104466,U25743,mobile,email,West,checkout_start,2025-12-01 15:58:00,
S104466,U25743,mobile,email,West,purchase,2025-12-01 16:06:00,37.19
S104467,U20543,desktop,email,West,view_product,2025-10-14 11:18:00,
S104468,U20072,mobile,direct,North,view_product,2025-10-14 04:16:00,
S104469,U19076,mobile,organic_search,East,view_product,2025-11-07 10:20:00,
S104469,U19076,mobile,organic_search,East,add_to_cart,2025-11-07 10:21:00,
S104470,U29384,mobile,paid_ads,North,view_product,2025-12-04 23:46:00,
S104470,U29384,mobile,paid_ads,North,add_to_cart,2025-12-04 23:50:00,
S104471,U42504,desktop,social,West,view_product,2025-12-20 14:15:00,
S104472,U41346,mobile,direct,South,view_product,2025-11-09 12:06:00,
S104473,U10864,desktop,social,South,view_product,2025-11-06 07:33:00,
S104473,U10864,desktop,social,South,add_to_cart,2025-11-06 07:34:00,
S104473,U10864,desktop,social,South,checkout_start,2025-11-06 07:39:00,
S104473,U10864,desktop,social,South,purchase,2025-11-06 07:43:00,79.14
S104474,U30133,mobile,paid_ads,South,view_product,2025-10-03 15:44:00,
S104475,U28217,mobile,direct,North,view_product,2025-11-26 18:36:00,
S104476,U37051,mobile,paid_ads,East,view_product,2025-11-04 13:48:00,
S104477,U43553,mobile,organic_search,West,view_product,2025-12-28 06:22:00,
S104477,U43553,mobile,organic_search,West,add_to_cart,2025-12-28 06:29:00,
S104477,U43553,mobile,organic_search,West,checkout_start,2025-12-28 06:32:00,
S104477,U43553,mobile,organic_search,West,purchase,2025-12-28 06:38:00,144.53
S104478,U13649,desktop,direct,North,view_product,2025-10-22 04:15:00,
S104478,U13649,desktop,direct,North,add_to_cart,2025-10-22 04:19:00,
S104479,U28806,desktop,direct,North,view_product,2025-11-17 12:47:00,
S104480,U16690,mobile,paid_ads,South,view_product,2025-11-16 02:42:00,
S104481,U12849,mobile,organic_search,East,view_product,2025-10-14 16:54:00,
S104482,U43216,mobile,email,North,view_product,2025-11-13 02:26:00,
S104483,U12847,desktop,email,North,view_product,2025-10-24 06:37:00,
S104483,U12847,desktop,email,North,add_to_cart,2025-10-24 06:42:00,
S104483,U12847,desktop,email,North,checkout_start,2025-10-24 06:46:00,
S104483,U12847,desktop,email,North,purchase,2025-10-24 06:47:00,134.66
S104484,U35009,mobile,organic_search,South,view_product,2025-11-23 02:20:00,
S104484,U35009,mobile,organic_search,South,add_to_cart,2025-11-23 02:27:00,
S104485,U28471,mobile,paid_ads,East,view_product,2025-11-08 04:00:00,
S104485,U28471,mobile,paid_ads,East,add_to_cart,2025-11-08 04:05:00,
S104486,U19776,mobile,organic_search,East,view_product,2025-12-08 17:53:00,
S104487,U14620,mobile,paid_ads,South,view_product,2025-11-29 07:29:00,
S104487,U14620,mobile,paid_ads,South,add_to_cart,2025-11-29 07:35:00,
S104487,U14620,mobile,paid_ads,South,checkout_start,2025-11-29 07:36:00,
S104488,U17200,mobile,email,North,view_product,2025-12-29 04:24:00,
S104489,U17981,desktop,organic_search,East,view_product,2025-10-16 19:48:00,
S104489,U17981,desktop,organic_search,East,add_to_cart,2025-10-16 19:55:00,
S104489,U17981,desktop,organic_search,East,checkout_start,2025-10-16 19:56:00,
S104489,U17981,desktop,organic_search,East,purchase,2025-10-16 20:04:00,205.79
S104490,U16063,desktop,email,North,view_product,2025-10-14 18:51:00,
S104491,U18204,desktop,paid_ads,East,view_product,2025-11-18 21:43:00,
S104492,U29908,mobile,email,West,view_product,2025-11-22 17:35:00,
S104493,U23855,mobile,social,East,view_product,2025-10-09 01:14:00,
S104494,U28409,desktop,paid_ads,North,view_product,2025-10-26 02:33:00,
S104494,U28409,desktop,paid_ads,North,add_to_cart,2025-10-26 02:35:00,
S104494,U28409,desktop,paid_ads,North,checkout_start,2025-10-26 02:38:00,
S104495,U25168,mobile,organic_search,South,view_product,2025-11-10 20:07:00,
S104496,U10145,mobile,paid_ads,East,view_product,2025-11-09 14:02:00,
S104497,U37136,mobile,paid_ads,North,view_product,2025-12-13 23:17:00,
S104498,U35322,mobile,social,West,view_product,2025-10-13 09:42:00,
S104499,U40066,mobile,social,South,view_product,2025-10-09 00:12:00,
S104499,U40066,mobile,social,South,add_to_cart,2025-10-09 00:18:00,
S104500,U35541,desktop,paid_ads,East,view_product,2025-11-10 15:08:00,
S104501,U19992,desktop,paid_ads,West,view_product,2025-11-11 21:30:00,
S104502,U13581,desktop,organic_search,West,view_product,2025-11-04 00:14:00,
S104502,U13581,desktop,organic_search,West,add_to_cart,2025-11-04 00:22:00,
S104502,U13581,desktop,organic_search,West,checkout_start,2025-11-04 00:27:00,
S104502,U13581,desktop,organic_search,West,purchase,2025-11-04 00:37:00,203.83
S104503,U44423,mobile,paid_ads,West,view_product,2025-10-01 19:14:00,
S104504,U16982,mobile,paid_ads,South,view_product,2025-11-20 23:39:00,
S104505,U22178,mobile,paid_ads,West,view_product,2025-11-08 02:00:00,
S104506,U11108,mobile,organic_search,South,view_product,2025-10-22 13:48:00,
S104507,U32976,mobile,organic_search,South,view_product,2025-10-09 22:41:00,
S104508,U32785,mobile,direct,West,view_product,2025-11-20 07:05:00,
S104509,U12372,mobile,email,North,view_product,2025-10-04 17:38:00,
S104510,U31776,mobile,direct,East,view_product,2025-11-22 03:10:00,
S104511,U35963,mobile,organic_search,North,view_product,2025-11-19 09:01:00,
S104511,U35963,mobile,organic_search,North,add_to_cart,2025-11-19 09:09:00,
S104511,U35963,mobile,organic_search,North,checkout_start,2025-11-19 09:14:00,
S104511,U35963,mobile,organic_search,North,purchase,2025-11-19 09:24:00,76.56
S104512,U34810,mobile,paid_ads,East,view_product,2025-12-05 08:33:00,
S104512,U34810,mobile,paid_ads,East,add_to_cart,2025-12-05 08:34:00,
S104513,U26151,mobile,organic_search,West,view_product,2025-10-14 00:03:00,
S104514,U39884,tablet,paid_ads,West,view_product,2025-10-01 02:28:00,
S104515,U24543,mobile,email,West,view_product,2025-11-10 18:58:00,
S104515,U24543,mobile,email,West,add_to_cart,2025-11-10 19:02:00,
S104516,U12423,mobile,direct,West,view_product,2025-12-07 03:07:00,
S104517,U14842,mobile,email,West,view_product,2025-10-14 18:45:00,
S104518,U13412,mobile,direct,North,view_product,2025-11-05 19:01:00,
S104518,U13412,mobile,direct,North,add_to_cart,2025-11-05 19:03:00,
S104518,U13412,mobile,direct,North,checkout_start,2025-11-05 19:06:00,
S104518,U13412,mobile,direct,North,purchase,2025-11-05 19:12:00,83.51
S104519,U37713,desktop,organic_search,West,view_product,2025-11-05 07:14:00,
S104519,U37713,desktop,organic_search,West,add_to_cart,2025-11-05 07:19:00,
S104519,U37713,desktop,organic_search,West,checkout_start,2025-11-05 07:25:00,
S104519,U37713,desktop,organic_search,West,purchase,2025-11-05 07:31:00,91.68
S104520,U20601,mobile,organic_search,South,view_product,2025-12-12 03:30:00,
S104521,U11737,tablet,organic_search,South,view_product,2025-10-30 11:15:00,
S104522,U13630,mobile,organic_search,East,view_product,2025-12-19 22:51:00,
S104523,U21803,mobile,paid_ads,West,view_product,2025-12-20 12:22:00,
S104523,U21803,mobile,paid_ads,West,add_to_cart,2025-12-20 12:29:00,
S104524,U41301,tablet,paid_ads,West,view_product,2025-10-31 03:29:00,
S104524,U41301,tablet,paid_ads,West,add_to_cart,2025-10-31 03:34:00,
S104525,U20143,desktop,paid_ads,East,view_product,2025-12-04 15:45:00,
S104526,U22850,mobile,organic_search,East,view_product,2025-12-07 12:54:00,
S104527,U25964,mobile,social,South,view_product,2025-12-01 21:51:00,
S104528,U39703,desktop,organic_search,North,view_product,2025-11-03 22:05:00,
S104529,U25822,mobile,organic_search,East,view_product,2025-12-13 06:50:00,
S104529,U25822,mobile,organic_search,East,add_to_cart,2025-12-13 06:58:00,
S104530,U35592,desktop,direct,West,view_product,2025-10-05 13:00:00,
S104530,U35592,desktop,direct,West,add_to_cart,2025-10-05 13:02:00,
S104530,U35592,desktop,direct,West,checkout_start,2025-10-05 13:04:00,
S104530,U35592,desktop,direct,West,purchase,2025-10-05 13:12:00,139.54
S104531,U17762,desktop,paid_ads,North,view_product,2025-11-19 04:21:00,
S104531,U17762,desktop,paid_ads,North,add_to_cart,2025-11-19 04:25:00,
S104532,U34313,mobile,paid_ads,East,view_product,2025-11-20 09:25:00,
S104532,U34313,mobile,paid_ads,East,add_to_cart,2025-11-20 09:33:00,
S104532,U34313,mobile,paid_ads,East,checkout_start,2025-11-20 09:36:00,
S104533,U31473,mobile,paid_ads,East,view_product,2025-12-02 00:54:00,
S104534,U25554,mobile,organic_search,East,view_product,2025-12-24 04:30:00,
S104535,U16491,desktop,direct,West,view_product,2025-11-20 23:37:00,
S104536,U33731,mobile,paid_ads,East,view_product,2025-10-17 19:53:00,
S104537,U13588,mobile,email,East,view_product,2025-10-04 19:59:00,
S104537,U13588,mobile,email,East,add_to_cart,2025-10-04 20:00:00,
S104537,U13588,mobile,email,East,checkout_start,2025-10-04 20:06:00,
S104537,U13588,mobile,email,East,purchase,2025-10-04 20:08:00,151.78
S104538,U13629,desktop,direct,North,view_product,2025-11-11 13:04:00,
S104539,U40125,desktop,organic_search,South,view_product,2025-12-11 08:50:00,
S104539,U40125,desktop,organic_search,South,add_to_cart,2025-12-11 08:52:00,
S104539,U40125,desktop,organic_search,South,checkout_start,2025-12-11 08:53:00,
S104540,U10079,mobile,paid_ads,North,view_product,2025-12-26 23:35:00,
S104541,U22662,mobile,direct,East,view_product,2025-12-25 12:53:00,
S104542,U13357,mobile,organic_search,West,view_product,2025-12-01 04:12:00,
S104543,U24290,mobile,social,North,view_product,2025-10-08 08:42:00,
S104544,U18183,mobile,email,West,view_product,2025-12-26 14:40:00,
S104544,U18183,mobile,email,West,add_to_cart,2025-12-26 14:47:00,
S104545,U33776,mobile,organic_search,East,view_product,2025-11-23 02:38:00,
S104545,U33776,mobile,organic_search,East,add_to_cart,2025-11-23 02:40:00,
S104546,U44754,mobile,email,South,view_product,2025-10-18 00:26:00,
S104546,U44754,mobile,email,South,add_to_cart,2025-10-18 00:28:00,
S104546,U44754,mobile,email,South,checkout_start,2025-10-18 00:32:00,
S104547,U17966,mobile,direct,West,view_product,2025-11-19 02:40:00,
S104548,U24637,mobile,organic_search,North,view_product,2025-10-20 06:26:00,
S104548,U24637,mobile,organic_search,North,add_to_cart,2025-10-20 06:28:00,
S104549,U38597,tablet,paid_ads,South,view_product,2025-11-24 16:12:00,
S104550,U14333,mobile,direct,West,view_product,2025-11-29 13:17:00,
S104550,U14333,mobile,direct,West,add_to_cart,2025-11-29 13:21:00,
S104550,U14333,mobile,direct,West,checkout_start,2025-11-29 13:26:00,
S104550,U14333,mobile,direct,West,purchase,2025-11-29 13:36:00,165.51
S104551,U21775,mobile,email,East,view_product,2025-10-18 17:09:00,
S104552,U36366,mobile,organic_search,West,view_product,2025-10-14 05:24:00,
S104553,U25754,mobile,direct,West,view_product,2025-12-14 08:38:00,
S104554,U31029,mobile,email,South,view_product,2025-10-24 10:11:00,
S104555,U37162,tablet,paid_ads,East,view_product,2025-11-03 09:43:00,
S104556,U26273,mobile,paid_ads,West,view_product,2025-12-09 13:32:00,
S104556,U26273,mobile,paid_ads,West,add_to_cart,2025-12-09 13:34:00,
S104556,U26273,mobile,paid_ads,West,checkout_start,2025-12-09 13:36:00,
S104556,U26273,mobile,paid_ads,West,purchase,2025-12-09 13:43:00,67.79
S104557,U44061,mobile,paid_ads,North,view_product,2025-11-11 17:31:00,
S104558,U31885,desktop,social,East,view_product,2025-12-29 11:38:00,
S104559,U13656,tablet,direct,West,view_product,2025-12-29 05:49:00,
S104560,U41385,desktop,paid_ads,North,view_product,2025-10-22 11:36:00,
S104560,U41385,desktop,paid_ads,North,add_to_cart,2025-10-22 11:39:00,
S104560,U41385,desktop,paid_ads,North,checkout_start,2025-10-22 11:45:00,
S104560,U41385,desktop,paid_ads,North,purchase,2025-10-22 11:52:00,210.51
S104561,U40668,desktop,direct,South,view_product,2025-10-15 13:11:00,
S104562,U36007,mobile,social,West,view_product,2025-10-03 06:09:00,
S104562,U36007,mobile,social,West,add_to_cart,2025-10-03 06:14:00,
S104562,U36007,mobile,social,West,checkout_start,2025-10-03 06:15:00,
S104562,U36007,mobile,social,West,purchase,2025-10-03 06:21:00,85.66
S104563,U42093,mobile,email,West,view_product,2025-10-30 23:29:00,
S104564,U22816,desktop,social,East,view_product,2025-12-02 18:20:00,
S104565,U14420,mobile,email,South,view_product,2025-11-02 23:28:00,
S104565,U14420,mobile,email,South,add_to_cart,2025-11-02 23:30:00,
S104565,U14420,mobile,email,South,checkout_start,2025-11-02 23:34:00,
S104565,U14420,mobile,email,South,purchase,2025-11-02 23:41:00,212.45
S104566,U39887,mobile,organic_search,North,view_product,2025-10-28 22:33:00,
S104567,U33274,desktop,paid_ads,West,view_product,2025-12-23 14:55:00,
S104568,U16777,desktop,organic_search,South,view_product,2025-11-16 17:18:00,
S104569,U20509,mobile,email,South,view_product,2025-10-27 00:50:00,
S104569,U20509,mobile,email,South,add_to_cart,2025-10-27 00:51:00,
S104569,U20509,mobile,email,South,checkout_start,2025-10-27 00:53:00,
S104569,U20509,mobile,email,South,purchase,2025-10-27 01:02:00,158.38
S104570,U20887,mobile,organic_search,East,view_product,2025-12-21 17:08:00,
S104571,U24625,tablet,paid_ads,South,view_product,2025-10-15 01:56:00,
S104572,U44190,desktop,paid_ads,South,view_product,2025-10-11 05:40:00,
S104573,U37968,mobile,paid_ads,East,view_product,2025-11-07 17:22:00,
S104573,U37968,mobile,paid_ads,East,add_to_cart,2025-11-07 17:23:00,
S104574,U10431,mobile,paid_ads,North,view_product,2025-12-18 14:54:00,
S104574,U10431,mobile,paid_ads,North,add_to_cart,2025-12-18 14:59:00,
S104574,U10431,mobile,paid_ads,North,checkout_start,2025-12-18 15:03:00,
S104574,U10431,mobile,paid_ads,North,purchase,2025-12-18 15:05:00,104.55
S104575,U20496,mobile,paid_ads,West,view_product,2025-12-18 22:27:00,
S104576,U23719,mobile,paid_ads,West,view_product,2025-11-11 02:10:00,
S104577,U31445,mobile,organic_search,East,view_product,2025-11-12 02:43:00,
S104578,U11200,tablet,email,East,view_product,2025-10-11 01:32:00,
S104578,U11200,tablet,email,East,add_to_cart,2025-10-11 01:37:00,
S104578,U11200,tablet,email,East,checkout_start,2025-10-11 01:40:00,
S104578,U11200,tablet,email,East,purchase,2025-10-11 01:43:00,103.0
S104579,U21332,desktop,paid_ads,South,view_product,2025-12-28 01:00:00,
S104579,U21332,desktop,paid_ads,South,add_to_cart,2025-12-28 01:01:00,
S104580,U18823,desktop,email,South,view_product,2025-10-31 10:02:00,
S104580,U18823,desktop,email,South,add_to_cart,2025-10-31 10:06:00,
S104580,U18823,desktop,email,South,checkout_start,2025-10-31 10:08:00,
S104580,U18823,desktop,email,South,purchase,2025-10-31 10:11:00,194.82
S104581,U27999,desktop,paid_ads,South,view_product,2025-11-28 10:51:00,
S104581,U27999,desktop,paid_ads,South,add_to_cart,2025-11-28 10:53:00,
S104582,U19276,tablet,direct,North,view_product,2025-12-17 03:55:00,
S104583,U35978,desktop,organic_search,South,view_product,2025-10-16 13:53:00,
S104584,U37936,mobile,organic_search,West,view_product,2025-12-11 15:46:00,
S104585,U10606,mobile,direct,South,view_product,2025-10-27 00:16:00,
S104586,U26562,mobile,organic_search,North,view_product,2025-10-03 12:06:00,
S104587,U27295,mobile,organic_search,West,view_product,2025-10-01 00:43:00,
S104588,U29015,mobile,direct,East,view_product,2025-12-10 00:06:00,
S104589,U16224,mobile,organic_search,West,view_product,2025-11-22 09:09:00,
S104590,U37058,mobile,paid_ads,South,view_product,2025-12-06 00:37:00,
S104590,U37058,mobile,paid_ads,South,add_to_cart,2025-12-06 00:39:00,
S104590,U37058,mobile,paid_ads,South,checkout_start,2025-12-06 00:40:00,
S104590,U37058,mobile,paid_ads,South,purchase,2025-12-06 00:41:00,149.11
S104591,U36735,mobile,email,West,view_product,2025-10-13 23:46:00,
S104592,U18006,desktop,email,East,view_product,2025-10-21 22:21:00,
S104592,U18006,desktop,email,East,add_to_cart,2025-10-21 22:25:00,
S104592,U18006,desktop,email,East,checkout_start,2025-10-21 22:27:00,
S104592,U18006,desktop,email,East,purchase,2025-10-21 22:36:00,206.77
S104593,U31258,desktop,organic_search,South,view_product,2025-11-28 20:28:00,
S104594,U25401,tablet,direct,East,view_product,2025-11-04 23:03:00,
S104595,U30058,desktop,organic_search,West,view_product,2025-11-21 05:21:00,
S104596,U23007,tablet,direct,East,view_product,2025-10-06 03:05:00,
S104596,U23007,tablet,direct,East,add_to_cart,2025-10-06 03:11:00,
S104597,U31274,desktop,organic_search,East,view_product,2025-12-04 21:27:00,
S104598,U40343,desktop,social,West,view_product,2025-12-09 17:34:00,
S104598,U40343,desktop,social,West,add_to_cart,2025-12-09 17:35:00,
S104598,U40343,desktop,social,West,checkout_start,2025-12-09 17:39:00,
S104598,U40343,desktop,social,West,purchase,2025-12-09 17:49:00,18.83
S104599,U25594,desktop,paid_ads,North,view_product,2025-11-02 11:51:00,
S104600,U43259,tablet,paid_ads,North,view_product,2025-12-15 15:07:00,
S104601,U38296,desktop,paid_ads,North,view_product,2025-11-09 04:11:00,
S104602,U24430,tablet,organic_search,East,view_product,2025-12-29 10:44:00,
S104603,U33885,mobile,email,South,view_product,2025-10-06 10:47:00,
S104604,U36657,desktop,paid_ads,West,view_product,2025-11-11 14:31:00,
S104605,U15784,desktop,social,North,view_product,2025-12-27 06:50:00,
S104606,U24647,mobile,paid_ads,North,view_product,2025-11-09 10:29:00,
S104607,U19358,mobile,organic_search,West,view_product,2025-11-02 10:49:00,
S104608,U16820,mobile,social,North,view_product,2025-11-19 00:35:00,
S104609,U33373,desktop,organic_search,West,view_product,2025-10-05 03:56:00,
S104609,U33373,desktop,organic_search,West,add_to_cart,2025-10-05 03:59:00,
S104609,U33373,desktop,organic_search,West,checkout_start,2025-10-05 04:01:00,
S104609,U33373,desktop,organic_search,West,purchase,2025-10-05 04:10:00,137.0
S104610,U34638,mobile,paid_ads,North,view_product,2025-10-01 16:12:00,
S104611,U38352,mobile,organic_search,North,view_product,2025-10-17 21:32:00,
S104612,U43830,desktop,social,South,view_product,2025-10-01 21:58:00,
S104613,U35586,mobile,direct,North,view_product,2025-10-15 23:15:00,
S104614,U41402,mobile,email,South,view_product,2025-11-29 03:40:00,
S104615,U31519,mobile,organic_search,West,view_product,2025-10-07 07:13:00,
S104616,U41834,desktop,paid_ads,East,view_product,2025-10-19 16:23:00,
S104617,U43561,desktop,paid_ads,West,view_product,2025-12-05 20:06:00,
S104618,U26921,mobile,organic_search,South,view_product,2025-12-13 14:25:00,
S104619,U13352,mobile,email,North,view_product,2025-12-22 00:30:00,
S104619,U13352,mobile,email,North,add_to_cart,2025-12-22 00:35:00,
S104619,U13352,mobile,email,North,checkout_start,2025-12-22 00:40:00,
S104620,U29476,mobile,email,East,view_product,2025-11-10 14:43:00,
S104621,U26557,desktop,email,East,view_product,2025-11-05 03:54:00,
S104622,U39615,mobile,social,West,view_product,2025-12-14 05:47:00,
S104623,U35270,mobile,paid_ads,East,view_product,2025-11-06 20:14:00,
S104624,U39617,mobile,organic_search,East,view_product,2025-12-12 03:44:00,
S104625,U26981,mobile,email,South,view_product,2025-11-13 18:41:00,
S104626,U23716,mobile,organic_search,East,view_product,2025-12-20 20:45:00,
S104627,U13551,desktop,organic_search,West,view_product,2025-12-17 22:50:00,
S104628,U38127,mobile,organic_search,East,view_product,2025-12-04 10:28:00,
S104629,U24612,desktop,organic_search,West,view_product,2025-11-12 13:42:00,
S104630,U14721,mobile,paid_ads,West,view_product,2025-12-01 16:19:00,
S104631,U24292,desktop,email,East,view_product,2025-12-26 01:31:00,
S104632,U23796,desktop,organic_search,North,view_product,2025-11-26 20:42:00,
S104632,U23796,desktop,organic_search,North,add_to_cart,2025-11-26 20:50:00,
S104632,U23796,desktop,organic_search,North,checkout_start,2025-11-26 20:54:00,
S104632,U23796,desktop,organic_search,North,purchase,2025-11-26 20:58:00,79.84
S104633,U11673,mobile,organic_search,North,view_product,2025-12-02 16:34:00,
S104633,U11673,mobile,organic_search,North,add_to_cart,2025-12-02 16:37:00,
S104633,U11673,mobile,organic_search,North,checkout_start,2025-12-02 16:39:00,
S104634,U42836,mobile,organic_search,East,view_product,2025-11-06 00:15:00,
S104635,U36791,mobile,paid_ads,East,view_product,2025-10-17 17:21:00,
S104636,U12832,desktop,paid_ads,South,view_product,2025-10-29 02:48:00,
S104637,U19059,desktop,organic_search,West,view_product,2025-11-10 06:10:00,
S104638,U30549,mobile,paid_ads,East,view_product,2025-10-16 09:39:00,
S104639,U27202,mobile,organic_search,North,view_product,2025-10-25 04:08:00,
S104639,U27202,mobile,organic_search,North,add_to_cart,2025-10-25 04:16:00,
S104639,U27202,mobile,organic_search,North,checkout_start,2025-10-25 04:19:00,
S104639,U27202,mobile,organic_search,North,purchase,2025-10-25 04:29:00,82.6
S104640,U12187,mobile,social,South,view_product,2025-11-15 10:23:00,
S104641,U39588,desktop,organic_search,North,view_product,2025-10-20 01:02:00,
S104642,U40819,desktop,email,East,view_product,2025-10-10 06:26:00,
S104643,U27397,desktop,direct,East,view_product,2025-12-12 08:51:00,
S104644,U35665,mobile,organic_search,North,view_product,2025-10-21 03:35:00,
S104645,U16110,mobile,paid_ads,South,view_product,2025-12-01 21:46:00,
S104646,U10935,mobile,paid_ads,West,view_product,2025-11-11 00:28:00,
S104647,U16774,tablet,social,South,view_product,2025-10-22 04:58:00,
S104648,U25522,desktop,direct,North,view_product,2025-11-16 12:18:00,
S104648,U25522,desktop,direct,North,add_to_cart,2025-11-16 12:24:00,
S104648,U25522,desktop,direct,North,checkout_start,2025-11-16 12:25:00,
S104649,U34312,tablet,organic_search,East,view_product,2025-11-11 10:37:00,
S104650,U18262,mobile,paid_ads,West,view_product,2025-10-28 22:21:00,
S104651,U42749,desktop,paid_ads,West,view_product,2025-12-02 17:38:00,
S104652,U30421,desktop,organic_search,South,view_product,2025-10-30 20:08:00,
S104653,U22562,mobile,email,North,view_product,2025-11-03 21:52:00,
S104654,U11915,mobile,paid_ads,South,view_product,2025-12-28 23:52:00,
S104655,U34709,mobile,organic_search,South,view_product,2025-11-24 18:01:00,
S104655,U34709,mobile,organic_search,South,add_to_cart,2025-11-24 18:04:00,
S104655,U34709,mobile,organic_search,South,checkout_start,2025-11-24 18:09:00,
S104655,U34709,mobile,organic_search,South,purchase,2025-11-24 18:15:00,153.69
S104656,U36241,desktop,paid_ads,North,view_product,2025-11-28 19:02:00,
S104657,U40292,mobile,organic_search,North,view_product,2025-10-09 10:43:00,
S104657,U40292,mobile,organic_search,North,add_to_cart,2025-10-09 10:44:00,
S104657,U40292,mobile,organic_search,North,checkout_start,2025-10-09 10:49:00,
S104658,U26570,desktop,paid_ads,East,view_product,2025-12-18 01:29:00,
S104659,U41170,desktop,email,South,view_product,2025-10-15 12:11:00,
S104660,U22690,mobile,direct,South,view_product,2025-12-27 07:37:00,
S104661,U14755,desktop,paid_ads,South,view_product,2025-12-13 12:50:00,
S104662,U19614,mobile,social,North,view_product,2025-10-01 10:14:00,
S104662,U19614,mobile,social,North,add_to_cart,2025-10-01 10:16:00,
S104662,U19614,mobile,social,North,checkout_start,2025-10-01 10:20:00,
S104662,U19614,mobile,social,North,purchase,2025-10-01 10:21:00,199.03
S104663,U18252,desktop,organic_search,South,view_product,2025-12-05 07:41:00,
S104664,U28332,mobile,direct,South,view_product,2025-11-28 01:20:00,
S104664,U28332,mobile,direct,South,add_to_cart,2025-11-28 01:26:00,
S104664,U28332,mobile,direct,South,checkout_start,2025-11-28 01:31:00,
S104664,U28332,mobile,direct,South,purchase,2025-11-28 01:39:00,176.8
S104665,U19521,desktop,direct,North,view_product,2025-11-21 06:09:00,
S104665,U19521,desktop,direct,North,add_to_cart,2025-11-21 06:10:00,
S104666,U20971,mobile,email,West,view_product,2025-12-13 17:03:00,
S104667,U26953,mobile,organic_search,West,view_product,2025-11-23 11:32:00,
